"seqnames"	"start"	"end"	"annotation"	"SYMBOL"	"distanceToTSS"	"condition"
"289"	"chr10"	116768864	116769556	"Distal Intergenic"	"4930579P08Rik"	39611	"bCAT_APC"
"290"	"chr10"	117209423	117209777	"Distal Intergenic"	"Yeats4"	7581	"bCAT_APC"
"291"	"chr10"	117947836	117948268	"Exon"	"4933411E08Rik"	22377	"bCAT_APC"
"292"	"chr10"	118632216	118632727	"Distal Intergenic"	"Ifngas1"	-75691	"bCAT_APC"
"293"	"chr10"	118633169	118633799	"Distal Intergenic"	"Ifngas1"	-76644	"bCAT_APC"
"294"	"chr10"	119206281	119206824	"Exon"	"Cand1"	33231	"bCAT_APC"
"295"	"chr10"	120208625	120208931	"Promoter"	"Tmbim4"	0	"bCAT_APC"
"296"	"chr10"	120412191	120412505	"Intron"	"9230105E05Rik"	22668	"bCAT_APC"
"297"	"chr10"	120417575	120417927	"Intron"	"9230105E05Rik"	28052	"bCAT_APC"
"298"	"chr10"	120418972	120419470	"Intron"	"Mir763"	28640	"bCAT_APC"
"299"	"chr10"	120552456	120552821	"Distal Intergenic"	"Hmga2"	-75521	"bCAT_APC"
"300"	"chr10"	120557934	120558598	"Distal Intergenic"	"Hmga2"	-80999	"bCAT_APC"
"301"	"chr10"	120871847	120872993	"Intron"	"Gm15910"	14218	"bCAT_APC"
"302"	"chr10"	121429282	121429883	"Intron"	"Gns"	46167	"bCAT_APC"
"303"	"chr10"	121998838	121999200	"Intron"	"Srgap1"	48115	"bCAT_APC"
"304"	"chr10"	122910732	122911058	"Intron"	"Mirlet7i"	74666	"bCAT_APC"
"305"	"chr10"	122931152	122931354	"Intron"	"Mirlet7i"	54370	"bCAT_APC"
"306"	"chr10"	123076700	123077030	"Promoter"	"Mon2"	-195	"bCAT_APC"
"307"	"chr10"	126971706	126972365	"Distal Intergenic"	"Ctdsp2"	-6352	"bCAT_APC"
"308"	"chr10"	126972691	126972890	"Distal Intergenic"	"Ctdsp2"	-5827	"bCAT_APC"
"309"	"chr10"	127289162	127289456	"Promoter"	"Mbd6"	-391	"bCAT_APC"
"310"	"chr10"	127677086	127677332	"Promoter"	"Nemp1"	21	"bCAT_APC"
"311"	"chr10"	127763514	127764200	"Intron"	"Rdh1"	3751	"bCAT_APC"
"312"	"chr10"	127764621	127765178	"Exon"	"Rdh1"	4858	"bCAT_APC"
"313"	"chr10"	128367958	128368711	"Promoter"	"Coq10a"	1326	"bCAT_APC"
"314"	"chr10"	128614311	128614592	"Distal Intergenic"	"Rps26"	11914	"bCAT_APC"
"315"	"chr11"	3509740	3510118	"Distal Intergenic"	"Selenom"	-4584	"bCAT_APC"
"316"	"chr11"	4963224	4963691	"Intron"	"Nefh"	-15160	"bCAT_APC"
"317"	"chr11"	5240140	5240557	"Promoter"	"Kremen1"	-1638	"bCAT_APC"
"318"	"chr11"	5296989	5297529	"Intron"	"Kremen1"	-35379	"bCAT_APC"
"319"	"chr11"	5411231	5413018	"Intron"	"Znrf3"	-29491	"bCAT_APC"
"320"	"chr11"	5413540	5413956	"Intron"	"Znrf3"	30891	"bCAT_APC"
"321"	"chr11"	5414780	5415915	"Intron"	"Znrf3"	28932	"bCAT_APC"
"322"	"chr11"	5443972	5444175	"Promoter"	"Znrf3"	672	"bCAT_APC"
"323"	"chr11"	5444692	5445031	"Promoter"	"Znrf3"	0	"bCAT_APC"
"324"	"chr11"	7145183	7145548	"Intron"	"Adcy1"	-14334	"bCAT_APC"
"325"	"chr11"	7764483	7764789	"Distal Intergenic"	"Igfbp3"	-550560	"bCAT_APC"
"326"	"chr11"	8558633	8559502	"Intron"	"Tns3"	-90130	"bCAT_APC"
"327"	"chr11"	8569582	8569899	"Intron"	"Tns3"	94636	"bCAT_APC"
"328"	"chr11"	8641185	8642465	"Intron"	"Tns3"	22070	"bCAT_APC"
"329"	"chr11"	12479790	12480410	"Distal Intergenic"	"Cobl"	-14830	"bCAT_APC"
"330"	"chr11"	16914777	16915035	"Distal Intergenic"	"Egfr"	9592	"bCAT_APC"
"331"	"chr11"	18747620	18747959	"Distal Intergenic"	"Meis1"	271010	"bCAT_APC"
"332"	"chr11"	19849152	19849989	"Distal Intergenic"	"Spred2"	-74453	"bCAT_APC"
"333"	"chr11"	20396046	20397052	"Distal Intergenic"	"Slc1a4"	-63333	"bCAT_APC"
"334"	"chr11"	20553071	20553554	"Intron"	"Sertad2"	9818	"bCAT_APC"
"335"	"chr11"	21307152	21307522	"Intron"	"Mir1933"	37153	"bCAT_APC"
"336"	"chr11"	22002855	22003481	"Promoter"	"Otx1"	-1204	"bCAT_APC"
"337"	"chr11"	22632260	22632900	"Distal Intergenic"	"Tmem17"	119977	"bCAT_APC"
"338"	"chr11"	23665823	23666170	"Promoter"	"Pex13"	0	"bCAT_APC"
"339"	"chr11"	23770570	23770780	"Promoter"	"Rel"	190	"bCAT_APC"
"340"	"chr11"	24074297	24074549	"Distal Intergenic"	"Bcl11a"	-3507	"bCAT_APC"
"341"	"chr11"	30617825	30618106	"Intron"	"Acyp2"	31290	"bCAT_APC"
"342"	"chr11"	31225416	31225800	"Distal Intergenic"	"Stc2"	143303	"bCAT_APC"
"343"	"chr11"	31663806	31664421	"Downstream"	"Bod1"	7441	"bCAT_APC"
"344"	"chr11"	31809998	31810307	"Intron"	"D630024D03Rik"	14240	"bCAT_APC"
"345"	"chr11"	35832174	35832486	"Promoter"	"Rars"	2042	"bCAT_APC"
"346"	"chr11"	42420968	42421266	"Promoter"	"Gabrb2"	0	"bCAT_APC"
"347"	"chr11"	43546110	43546531	"Intron"	"Ccnjl"	17361	"bCAT_APC"
"348"	"chr11"	43626065	43626842	"Distal Intergenic"	"Fabp6"	-24503	"bCAT_APC"
"349"	"chr11"	44469704	44470095	"Promoter"	"Ublcp1"	453	"bCAT_APC"
"350"	"chr11"	50931253	50931855	"Promoter"	"Zfp354b"	0	"bCAT_APC"
"351"	"chr11"	51494371	51494630	"Intron"	"Phykpl"	-90127	"bCAT_APC"
"352"	"chr11"	51606139	51606411	"Promoter"	"Hnrnpab"	470	"bCAT_APC"
"353"	"chr11"	51688816	51689060	"Promoter"	"0610009B22Rik"	-182	"bCAT_APC"
"354"	"chr11"	52230612	52231334	"Promoter"	"Skp1a"	-661	"bCAT_APC"
"355"	"chr11"	52282054	52284899	"Promoter"	"Tcf7"	0	"bCAT_APC"
"356"	"chr11"	52919480	52920239	"Intron"	"Fstl4"	154774	"bCAT_APC"
"357"	"chr11"	53450423	53450928	"Distal Intergenic"	"Shroom1"	-6277	"bCAT_APC"
"358"	"chr11"	53896856	53897315	"Distal Intergenic"	"Slc22a5"	-5153	"bCAT_APC"
"359"	"chr11"	54069188	54069504	"Promoter"	"Pdlim4"	-171	"bCAT_APC"
"360"	"chr11"	55127972	55128308	"Intron"	"Slc36a3"	23398	"bCAT_APC"
"361"	"chr11"	55313800	55314289	"Promoter"	"Fat2"	-1543	"bCAT_APC"
"362"	"chr11"	58330384	58330657	"Promoter"	"Zfp672"	-45	"bCAT_APC"
"363"	"chr11"	58631488	58632377	"Distal Intergenic"	"Olfr323"	-5444	"bCAT_APC"
"364"	"chr11"	58632802	58633040	"Distal Intergenic"	"Olfr323"	-6758	"bCAT_APC"
"365"	"chr11"	58904489	58904723	"Promoter"	"Zfp39"	-264	"bCAT_APC"
"366"	"chr11"	60108854	60109233	"Intron"	"Rai1"	3841	"bCAT_APC"
"367"	"chr11"	60175210	60175830	"Intron"	"Mir6921"	24787	"bCAT_APC"
"368"	"chr11"	61174289	61175106	"Promoter"	"Usp22"	0	"bCAT_APC"
"369"	"chr11"	61267052	61267465	"Promoter"	"Aldh3a2"	0	"bCAT_APC"
"370"	"chr11"	61282850	61283098	"Distal Intergenic"	"Aldh3a2"	-15664	"bCAT_APC"
"371"	"chr11"	61674129	61675134	"Intron"	"Fam83g"	-9276	"bCAT_APC"
"372"	"chr11"	62557137	62557480	"Distal Intergenic"	"Ubb"	5406	"bCAT_APC"
"373"	"chr11"	62592355	62592663	"Intron"	"2410006H16Rik"	-10214	"bCAT_APC"
"374"	"chr11"	62984739	62984994	"Intron"	"Cdrt4os1"	19140	"bCAT_APC"
"375"	"chr11"	63244046	63244283	"Distal Intergenic"	"Pmp22"	111243	"bCAT_APC"
"376"	"chr11"	66391682	66391922	"Intron"	"Shisa6"	134204	"bCAT_APC"
"377"	"chr11"	68136375	68137053	"Intron"	"Mir6406"	-83839	"bCAT_APC"
"378"	"chr11"	68579481	68579967	"Distal Intergenic"	"Ccdc42"	-7070	"bCAT_APC"
"379"	"chr11"	68864840	68865182	"Intron"	"Ndel1"	6673	"bCAT_APC"
"380"	"chr11"	69117500	69118618	"Promoter"	"Hes7"	-1835	"bCAT_APC"
"381"	"chr11"	69443410	69443839	"Intron"	"Kdm6b"	-29737	"bCAT_APC"
"382"	"chr11"	70265219	70265941	"Distal Intergenic"	"Alox12"	-9878	"bCAT_APC"
"383"	"chr11"	71996682	71997080	"Distal Intergenic"	"Aipl1"	40429	"bCAT_APC"
"384"	"chr11"	72207212	72207527	"Promoter"	"4933427D14Rik"	0	"bCAT_APC"
"385"	"chr11"	72467194	72467437	"Intron"	"Spns2"	7590	"bCAT_APC"
"386"	"chr11"	72551659	72551934	"Promoter"	"Spns3"	-1413	"bCAT_APC"
"387"	"chr11"	73047974	73048629	"Promoter"	"Ncbp3"	107	"bCAT_APC"
"388"	"chr11"	74644528	74644821	"Distal Intergenic"	"Cluh"	-4674	"bCAT_APC"
"389"	"chr11"	74830877	74831505	"Promoter"	"Mnt"	0	"bCAT_APC"
"390"	"chr11"	75190341	75190667	"Promoter"	"Ovca2"	0	"bCAT_APC"
"391"	"chr11"	75733009	75733318	"Promoter"	"Ywhae"	122	"bCAT_APC"
"392"	"chr11"	75965794	75966598	"Distal Intergenic"	"1700016K19Rik"	-33314	"bCAT_APC"
"393"	"chr11"	76406790	76407111	"Promoter"	"Timm22"	0	"bCAT_APC"
"394"	"chr11"	77792249	77792531	"Intron"	"Myo18a"	-8767	"bCAT_APC"
"395"	"chr11"	77982041	77982420	"Promoter"	"Phf12"	-396	"bCAT_APC"
"396"	"chr11"	78176806	78177123	"Promoter"	"Tlcd1"	0	"bCAT_APC"
"397"	"chr11"	78289374	78289840	"Promoter"	"BC030499"	-1001	"bCAT_APC"
"398"	"chr11"	78851056	78852046	"Distal Intergenic"	"Lyrm9"	24461	"bCAT_APC"
"399"	"chr11"	79229461	79229954	"Distal Intergenic"	"Wsb1"	13621	"bCAT_APC"
"400"	"chr11"	79779840	79780079	"Distal Intergenic"	"Mir365-2"	53440	"bCAT_APC"
"401"	"chr11"	79965773	79966021	"Distal Intergenic"	"Utp6"	-3386	"bCAT_APC"
"402"	"chr11"	80476248	80476637	"Promoter"	"Cdk5r1"	-409	"bCAT_APC"
"403"	"chr11"	82915032	82915355	"Exon"	"Unc45b"	3352	"bCAT_APC"
"404"	"chr11"	83908615	83908882	"Distal Intergenic"	"Ddx52"	-33208	"bCAT_APC"
"405"	"chr11"	84016044	84016611	"Intron"	"Synrg"	-2590	"bCAT_APC"
"406"	"chr11"	85775506	85776410	"Promoter"	"Bcas3os2"	0	"bCAT_APC"
"407"	"chr11"	85799902	85800318	"Intron"	"Bcas3"	-13682	"bCAT_APC"
"408"	"chr11"	86603331	86603591	"Intron"	"Mir21a"	-19173	"bCAT_APC"
"409"	"chr11"	87680722	87681154	"Intron"	"Rnf43"	17635	"bCAT_APC"
"410"	"chr11"	87682925	87683689	"Intron"	"1110028F11Rik"	-15835	"bCAT_APC"
"411"	"chr11"	87689077	87690205	"Intron"	"1110028F11Rik"	-9319	"bCAT_APC"
"412"	"chr11"	87696893	87697459	"Promoter"	"1110028F11Rik"	-2065	"bCAT_APC"
"413"	"chr11"	87700955	87701332	"Promoter"	"1110028F11Rik"	1431	"bCAT_APC"
"414"	"chr11"	87709510	87710298	"Intron"	"1110028F11Rik"	9986	"bCAT_APC"
"415"	"chr11"	88009826	88010161	"Distal Intergenic"	"Dynll2"	-11528	"bCAT_APC"
"416"	"chr11"	88153671	88154111	"Intron"	"Cuedc1"	-8150	"bCAT_APC"
"417"	"chr11"	88613079	88613354	"Intron"	"0610039H22Rik"	-5897	"bCAT_APC"
"418"	"chr11"	88999375	88999607	"Promoter"	"Trim25"	0	"bCAT_APC"
"419"	"chr11"	89186110	89187239	"Distal Intergenic"	"Gm525"	112269	"bCAT_APC"
"420"	"chr11"	90249588	90249974	"Promoter"	"Mmd"	783	"bCAT_APC"
"421"	"chr11"	90269350	90269563	"Intron"	"Mmd"	20545	"bCAT_APC"
"422"	"chr11"	93601089	93602407	"3' UTR"	"Utp18"	283359	"bCAT_APC"
"423"	"chr11"	95189191	95190115	"Distal Intergenic"	"Dlx4"	-43390	"bCAT_APC"
"424"	"chr11"	95823934	95824916	"Promoter"	"Phospho1"	0	"bCAT_APC"
"425"	"chr11"	95921935	95922227	"Distal Intergenic"	"B4galnt2"	-7064	"bCAT_APC"
"426"	"chr11"	96316202	96316844	"Promoter"	"Mir10a"	-321	"bCAT_APC"
"427"	"chr11"	96319128	96319609	"Promoter"	"Hoxb4"	861	"bCAT_APC"
"428"	"chr11"	96730902	96731288	"3' UTR"	"Snx11"	46267	"bCAT_APC"
"429"	"chr11"	96928700	96929211	"Promoter"	"Prr15l"	-113	"bCAT_APC"
"430"	"chr11"	97575210	97575665	"Promoter"	"Srcin1"	-84	"bCAT_APC"
"431"	"chr11"	97661633	97662745	"Promoter"	"Mllt6"	-667	"bCAT_APC"
"432"	"chr11"	98193390	98194020	"Promoter"	"Med1"	-97	"bCAT_APC"
"433"	"chr11"	98446090	98447006	"Promoter"	"Grb7"	0	"bCAT_APC"
"434"	"chr11"	98587102	98588545	"Promoter"	"Ormdl3"	0	"bCAT_APC"
"435"	"chr11"	98682375	98682698	"Promoter"	"Psmd3"	0	"bCAT_APC"
"436"	"chr11"	98740605	98741157	"Promoter"	"Thra"	-628	"bCAT_APC"
"437"	"chr11"	98775484	98776335	"Promoter"	"Nr1d1"	-107	"bCAT_APC"
"438"	"chr11"	98905112	98905372	"3' UTR"	"Cdc6"	-2517	"bCAT_APC"
"439"	"chr11"	99063615	99064187	"Downstream"	"Tns4"	11154	"bCAT_APC"
"440"	"chr11"	99104732	99105314	"Distal Intergenic"	"Tns4"	-15426	"bCAT_APC"
"441"	"chr11"	99105697	99106160	"Distal Intergenic"	"Tns4"	-16391	"bCAT_APC"
"442"	"chr11"	99113149	99113545	"Distal Intergenic"	"Tns4"	-23843	"bCAT_APC"
"443"	"chr11"	99493447	99494081	"Promoter"	"Krt23"	-337	"bCAT_APC"
"444"	"chr11"	99514076	99514416	"Downstream"	"Krt39"	6842	"bCAT_APC"
"445"	"chr11"	99521234	99521745	"Promoter"	"Krt39"	0	"bCAT_APC"
"446"	"chr11"	100969747	100970119	"Promoter"	"Cavin1"	498	"bCAT_APC"
"447"	"chr11"	101094701	101095289	"Promoter"	"Psmc3ip"	97	"bCAT_APC"
"448"	"chr11"	102248690	102249274	"Promoter"	"BC030867"	0	"bCAT_APC"
"449"	"chr11"	105369844	105370086	"Intron"	"Mrc2"	77198	"bCAT_APC"
"450"	"chr11"	106465079	106465315	"Intron"	"Ern1"	22481	"bCAT_APC"
"451"	"chr11"	106486483	106486776	"Promoter"	"Ern1"	1020	"bCAT_APC"
"452"	"chr11"	106486903	106487179	"Promoter"	"Ern1"	617	"bCAT_APC"
"453"	"chr11"	106787631	106788294	"Promoter"	"Ddx5"	200	"bCAT_APC"
"454"	"chr11"	108527913	108528488	"Intron"	"Cep112"	102647	"bCAT_APC"
"455"	"chr11"	108752195	108752707	"Exon"	"Cep112"	69586	"bCAT_APC"
"456"	"chr11"	108780447	108781101	"Intron"	"Cep112"	97838	"bCAT_APC"
"457"	"chr11"	108910930	108911239	"Distal Intergenic"	"Axin2"	-9110	"bCAT_APC"
"458"	"chr11"	108920103	108923454	"Promoter"	"Axin2"	0	"bCAT_APC"
"459"	"chr11"	108923531	108924610	"Exon"	"Axin2"	3182	"bCAT_APC"
"460"	"chr11"	108925543	108925846	"Intron"	"Axin2"	5194	"bCAT_APC"
"461"	"chr11"	108936259	108936984	"Intron"	"Axin2"	-6637	"bCAT_APC"
"462"	"chr11"	108961733	108962067	"Distal Intergenic"	"Axin2"	18112	"bCAT_APC"
"463"	"chr11"	108980307	108980813	"Distal Intergenic"	"Axin2"	36686	"bCAT_APC"
"464"	"chr11"	109068491	109069391	"Distal Intergenic"	"E030025P04Rik"	74978	"bCAT_APC"
"465"	"chr11"	109070351	109071069	"Distal Intergenic"	"E030025P04Rik"	73300	"bCAT_APC"
"466"	"chr11"	109102748	109103230	"Distal Intergenic"	"E030025P04Rik"	41139	"bCAT_APC"
"467"	"chr11"	109106330	109107033	"Distal Intergenic"	"E030025P04Rik"	37336	"bCAT_APC"
"468"	"chr11"	109495776	109496047	"Intron"	"Slc16a6"	-22180	"bCAT_APC"
"469"	"chr11"	109496105	109496363	"Intron"	"Slc16a6"	-22509	"bCAT_APC"
"470"	"chr11"	109513728	109514952	"Intron"	"Arsg"	-28759	"bCAT_APC"
"471"	"chr11"	112828395	112828947	"Distal Intergenic"	"1700012H19Rik"	-3267	"bCAT_APC"
"472"	"chr11"	113052167	113053840	"Intron"	"2610035D17Rik"	119202	"bCAT_APC"
"473"	"chr11"	113094040	113094405	"Intron"	"2610035D17Rik"	78637	"bCAT_APC"
"474"	"chr11"	113206166	113206445	"Exon"	"4732490B19Rik"	3224	"bCAT_APC"
"475"	"chr11"	113296790	113297310	"Intron"	"4732490B19Rik"	-87121	"bCAT_APC"
"476"	"chr11"	113638668	113639337	"Intron"	"Cog1"	-10192	"bCAT_APC"
"477"	"chr11"	113667028	113667292	"Intron"	"Cog1"	15183	"bCAT_APC"
"478"	"chr11"	115955485	115956081	"Intron"	"Itgb4"	-18644	"bCAT_APC"
"479"	"chr11"	115969791	115970173	"Distal Intergenic"	"Itgb4"	-4552	"bCAT_APC"
"480"	"chr11"	116490351	116490595	"Promoter"	"Prpsap1"	-5	"bCAT_APC"
"481"	"chr11"	117047274	117047978	"Distal Intergenic"	"Snhg20"	-28805	"bCAT_APC"
"482"	"chr11"	117332133	117332526	"Promoter"	"Sept9"	0	"bCAT_APC"
"483"	"chr11"	117468872	117469097	"Distal Intergenic"	"Gm11733"	-15271	"bCAT_APC"
"484"	"chr11"	117482673	117482991	"Promoter"	"Gm11733"	-1377	"bCAT_APC"
"485"	"chr11"	117651000	117651411	"Distal Intergenic"	"Tnrc6c"	-2878	"bCAT_APC"
"486"	"chr11"	118436554	118436868	"Intron"	"C1qtnf1"	2753	"bCAT_APC"
"487"	"chr11"	118467472	118467778	"Distal Intergenic"	"Engase"	-9182	"bCAT_APC"
"488"	"chr11"	119300224	119300423	"Promoter"	"Eif4a3"	-181	"bCAT_APC"
"489"	"chr11"	120230416	120231777	"Promoter"	"Bahcc1"	-1170	"bCAT_APC"
"490"	"chr11"	120234667	120235158	"Promoter"	"Bahcc1"	-1541	"bCAT_APC"
"491"	"chr11"	120240224	120241633	"Intron"	"Bahcc1"	3525	"bCAT_APC"
"492"	"chr11"	120305299	120305598	"Distal Intergenic"	"Bahcc1"	30880	"bCAT_APC"
"493"	"chr11"	120660476	120660938	"Promoter"	"Notum"	0	"bCAT_APC"
"494"	"chr11"	120695025	120696184	"Intron"	"Cenpx"	17583	"bCAT_APC"
"495"	"chr11"	120707114	120707423	"Intron"	"Cenpx"	6344	"bCAT_APC"
"496"	"chr11"	120707786	120708216	"Intron"	"Cenpx"	5551	"bCAT_APC"
"497"	"chr11"	120903024	120903654	"Exon"	"Ccdc57"	29218	"bCAT_APC"
"498"	"chr11"	120956918	120957878	"Exon"	"Slc16a3"	7851	"bCAT_APC"
"499"	"chr11"	120957987	120958209	"3' UTR"	"Slc16a3"	8920	"bCAT_APC"
"500"	"chr11"	121706684	121706911	"Intron"	"Metrnl"	4257	"bCAT_APC"
"501"	"chr12"	3982153	3982529	"Intron"	"Efr3b"	10527	"bCAT_APC"
"502"	"chr12"	8496005	8496794	"Downstream"	"Rhob"	3191	"bCAT_APC"
"503"	"chr12"	8511255	8511590	"Exon"	"Rhob"	-11270	"bCAT_APC"
"504"	"chr12"	12509218	12509564	"Distal Intergenic"	"4921511I17Rik"	-116743	"bCAT_APC"
"505"	"chr12"	16752372	16754111	"Intron"	"Greb1"	3128	"bCAT_APC"
"506"	"chr12"	17726511	17726862	"Intron"	"Hpcal1"	35697	"bCAT_APC"
"507"	"chr12"	21408966	21409198	"Intron"	"Ywhaq"	8238	"bCAT_APC"
"508"	"chr12"	21417391	21417590	"Promoter"	"Ywhaq"	0	"bCAT_APC"
"509"	"chr12"	24593340	24593638	"Intron"	"Grhl1"	12621	"bCAT_APC"
"510"	"chr12"	24734294	24735017	"Distal Intergenic"	"Rrm2"	26040	"bCAT_APC"
"511"	"chr12"	25012919	25013369	"Exon"	"Kidins220"	-3521	"bCAT_APC"
"512"	"chr12"	31498556	31498876	"Promoter"	"Cbll1"	740	"bCAT_APC"
"513"	"chr12"	32190230	32190509	"Intron"	"Pik3cg"	17829	"bCAT_APC"
"514"	"chr12"	32819794	32819996	"Promoter"	"Nampt"	-339	"bCAT_APC"
"515"	"chr12"	32945007	32945623	"Intron"	"4933406C10Rik"	8166	"bCAT_APC"
"516"	"chr12"	32953599	32953798	"Promoter"	"4933406C10Rik"	0	"bCAT_APC"
"517"	"chr12"	32954429	32955109	"Promoter"	"Sypl"	243	"bCAT_APC"
"518"	"chr12"	35220116	35220548	"Distal Intergenic"	"Snx13"	134177	"bCAT_APC"
"519"	"chr12"	35283278	35284834	"Distal Intergenic"	"Snx13"	197339	"bCAT_APC"
"520"	"chr12"	35313145	35313522	"Distal Intergenic"	"Ahr"	221467	"bCAT_APC"
"521"	"chr12"	35824631	35825458	"Distal Intergenic"	"Agr3"	-100163	"bCAT_APC"
"522"	"chr12"	35932599	35933463	"Intron"	"Agr3"	6978	"bCAT_APC"
"523"	"chr12"	36790722	36791121	"Distal Intergenic"	"Mir5099"	-25084	"bCAT_APC"
"524"	"chr12"	36945966	36946192	"Distal Intergenic"	"Mir5099"	129761	"bCAT_APC"
"525"	"chr12"	39975058	39975609	"Distal Intergenic"	"Arl4a"	61767	"bCAT_APC"
"526"	"chr12"	40243954	40244153	"Distal Intergenic"	"Gm7008"	20590	"bCAT_APC"
"527"	"chr12"	40445534	40445769	"Promoter"	"Zfp277"	21	"bCAT_APC"
"528"	"chr12"	40472043	40472452	"Intron"	"Dock4"	25990	"bCAT_APC"
"529"	"chr12"	41047309	41047687	"Intron"	"Immp2l"	22943	"bCAT_APC"
"530"	"chr12"	41336844	41337228	"Intron"	"Lrrn3"	148829	"bCAT_APC"
"531"	"chr12"	51845263	51845486	"Distal Intergenic"	"Hectd1"	-15727	"bCAT_APC"
"532"	"chr12"	51971328	51971544	"Promoter"	"Heatr5a"	-7	"bCAT_APC"
"533"	"chr12"	52491474	52491774	"Distal Intergenic"	"Arhgap5"	-12198	"bCAT_APC"
"534"	"chr12"	52644259	52644624	"Distal Intergenic"	"1700031P21Rik"	-41937	"bCAT_APC"
"535"	"chr12"	54334728	54335208	"Distal Intergenic"	"Gm7550"	56110	"bCAT_APC"
"536"	"chr12"	54568459	54569234	"Distal Intergenic"	"Mir1892"	76778	"bCAT_APC"
"537"	"chr12"	55569772	55570131	"Distal Intergenic"	"Aldoart2"	4567	"bCAT_APC"
"538"	"chr12"	56242721	56243226	"Distal Intergenic"	"Gm19990"	-10017	"bCAT_APC"
"539"	"chr12"	56902890	56903442	"Intron"	"Slc25a21"	76951	"bCAT_APC"
"540"	"chr12"	64273635	64274006	"Distal Intergenic"	"Fscb"	200892	"bCAT_APC"
"541"	"chr12"	67123911	67124254	"Intron"	"Mdga2"	98295	"bCAT_APC"
"542"	"chr12"	67142249	67142705	"Intron"	"Mdga2"	79844	"bCAT_APC"
"543"	"chr12"	69348451	69348904	"Exon"	"Nemf"	8272	"bCAT_APC"
"544"	"chr12"	69367468	69368005	"Distal Intergenic"	"Arf6"	-4145	"bCAT_APC"
"545"	"chr12"	69683706	69684024	"Promoter"	"Sos2"	-1854	"bCAT_APC"
"546"	"chr12"	70618277	70619029	"Distal Intergenic"	"Tmx1"	165123	"bCAT_APC"
"547"	"chr12"	70633485	70633885	"Distal Intergenic"	"Tmx1"	180331	"bCAT_APC"
"548"	"chr12"	70731036	70731925	"Distal Intergenic"	"Frmd6"	-93589	"bCAT_APC"
"549"	"chr12"	70880521	70881199	"Exon"	"Frmd6"	8996	"bCAT_APC"
"550"	"chr12"	71430140	71430880	"Intron"	"4930404H11Rik"	-109727	"bCAT_APC"
"551"	"chr12"	71431470	71431771	"Intron"	"4930404H11Rik"	-108836	"bCAT_APC"
"552"	"chr12"	71496699	71497139	"Intron"	"4930404H11Rik"	-43468	"bCAT_APC"
"553"	"chr12"	72664017	72664357	"Promoter"	"Dhrs7"	471	"bCAT_APC"
"554"	"chr12"	73617749	73617948	"Intron"	"Prkch"	32953	"bCAT_APC"
"555"	"chr12"	73708236	73708903	"Intron"	"Prkch"	123440	"bCAT_APC"
"556"	"chr12"	76765351	76765832	"Promoter"	"Churc1"	0	"bCAT_APC"
"557"	"chr12"	79103841	79104096	"Promoter"	"9230116L04Rik"	0	"bCAT_APC"
"558"	"chr12"	79352650	79353125	"Intron"	"Rad51b"	55299	"bCAT_APC"
"559"	"chr12"	79525989	79526438	"Intron"	"Rad51b"	228638	"bCAT_APC"
"560"	"chr12"	79550031	79550423	"Intron"	"Rad51b"	252680	"bCAT_APC"
"561"	"chr12"	79661283	79661978	"Intron"	"9430078K24Rik"	262755	"bCAT_APC"
"562"	"chr12"	79859641	79860325	"Distal Intergenic"	"9430078K24Rik"	64408	"bCAT_APC"
"563"	"chr12"	79936841	79937202	"Promoter"	"9430078K24Rik"	-577	"bCAT_APC"
"564"	"chr12"	80088460	80088743	"Distal Intergenic"	"Zfp36l1"	24270	"bCAT_APC"
"565"	"chr12"	80111453	80111838	"Promoter"	"Zfp36l1"	1175	"bCAT_APC"
"566"	"chr12"	80298887	80299098	"Distal Intergenic"	"Actn1"	-38516	"bCAT_APC"
"567"	"chr12"	81528436	81528651	"Intron"	"Gm20498"	4260	"bCAT_APC"
"568"	"chr12"	82122618	82123267	"Distal Intergenic"	"Sipa1l1"	-46153	"bCAT_APC"
"569"	"chr12"	83631953	83632315	"Promoter"	"Rbm25"	0	"bCAT_APC"
"570"	"chr12"	84206205	84206699	"Intron"	"Elmsan1"	12182	"bCAT_APC"
"571"	"chr12"	86320982	86321264	"Distal Intergenic"	"Esrrb"	-39853	"bCAT_APC"
"572"	"chr12"	86948047	86948636	"Promoter"	"Cipc"	704	"bCAT_APC"
"573"	"chr12"	87299381	87300517	"Promoter"	"Ism2"	0	"bCAT_APC"
"574"	"chr12"	91965949	91966429	"Distal Intergenic"	"Sel1l"	-116792	"bCAT_APC"
"575"	"chr12"	99284847	99285259	"Intron"	"Foxn3"	6042	"bCAT_APC"
"576"	"chr12"	99329356	99329656	"Intron"	"Foxn3"	-38055	"bCAT_APC"
"577"	"chr12"	100289387	100289757	"Intron"	"Gm10432"	12778	"bCAT_APC"
"578"	"chr12"	100539391	100539643	"Distal Intergenic"	"Ttc7b"	-18569	"bCAT_APC"
"579"	"chr12"	102960966	102961555	"Intron"	"Unc79"	12107	"bCAT_APC"
"580"	"chr12"	107327574	107327842	"Distal Intergenic"	"4930465M20Rik"	407646	"bCAT_APC"
"581"	"chr12"	107758536	107758865	"Distal Intergenic"	"4930465M20Rik"	-23048	"bCAT_APC"
"582"	"chr12"	108249431	108249903	"Intron"	"Ccdc85c"	25514	"bCAT_APC"
