Contrast	Geneid	log2FoldChange	padj	DEG
231514	Cell2 - Cond1 vs Cond3	Ppp6r3	0.17	0.369022430599873	NS
393473	Cell2 - Cond2 vs Cond4	Slc2a9	-0.55	0.212706597385814	NS
477114	Cell2 - Cond4 vs Cond3	Gm33981	0	NA	NS
141190	Cell1 - Cond2 vs Cond3	Gm44744	0.01	NA	NS
139325	Cell1 - Cond2 vs Cond3	Uroc1	0.09	NA	NS
244299	Cell2 - Cond1 vs Cond3	Gm11803	0.17	NA	NS
465218	Cell2 - Cond4 vs Cond3	Igkv4-78	0	NA	NS
95865	Cell1 - Cond1 vs Cond3	Gm24429	NA	NA	NS
11614	Cell1 - Cond1 vs Cond2	Rn7sk	0.1	0.844087045507471	NS
334020	Cell2 - Cond2 vs Cond3	Htr4	1.86	0.00275303891580407	Upregulated
471069	Cell2 - Cond4 vs Cond3	Gm44844	0	NA	NS
16786	Cell1 - Cond1 vs Cond2	Gm38147	-0.11	NA	NS
372780	Cell2 - Cond2 vs Cond3	Gm40438	0.02	NA	NS
387510	Cell2 - Cond2 vs Cond4	Bicd1	2.13	4.53985717312722e-09	Upregulated
121811	Cell1 - Cond2 vs Cond3	Inpp5f	0.2	0.473739705366646	NS
252668	Cell2 - Cond1 vs Cond3	Gm17918	-0.07	NA	NS
98300	Cell1 - Cond1 vs Cond3	Gm48488	0.01	NA	NS
294018	Cell2 - Cond1 vs Cond4	Klhdc9	-0.13	NA	NS
120704	Cell1 - Cond2 vs Cond3	Gm48889	0.39	0.370390644176331	NS
45427	Cell1 - Cond1 vs Cond2	4930404K13Rik	0.01	NA	NS
170882	Cell2 - Cond1 vs Cond2	Ptbp1	0.14	0.843233223752189	NS
259818	Cell2 - Cond1 vs Cond3	Gm25698	0.04	NA	NS
69419	Cell1 - Cond1 vs Cond3	Gm43009	-0.18	0.803298520135977	NS
352915	Cell2 - Cond2 vs Cond3	Vmn2r-ps7	NA	NA	NS
310618	Cell2 - Cond1 vs Cond4	Gm1943	0.03	NA	NS
456247	Cell2 - Cond4 vs Cond3	Mir6340	NA	NA	NS
359932	Cell2 - Cond2 vs Cond3	Ppp1r2-ps2	NA	NA	NS
418614	Cell2 - Cond2 vs Cond4	Olfr653	0.01	NA	NS
317072	Cell2 - Cond1 vs Cond4	Gm33308	0	NA	NS
160481	Cell1 - Cond2 vs Cond3	AC114652.1	0.03	NA	NS
73843	Cell1 - Cond1 vs Cond3	Il1f10	0.03	NA	NS
65198	Cell1 - Cond1 vs Cond3	Gpatch11	-0.22	0.366570974011369	NS
268316	Cell2 - Cond1 vs Cond3	Aqp6	0.09	NA	NS
335166	Cell2 - Cond2 vs Cond3	Abcb1a	-0.52	0.015897639038337	NS
227014	Cell2 - Cond1 vs Cond3	Zfp473	1.4	0.0532816731927163	NS
408951	Cell2 - Cond2 vs Cond4	Gm32754	0	NA	NS
68883	Cell1 - Cond1 vs Cond3	Gm14861	0.24	0.753898671778918	NS
221751	Cell2 - Cond1 vs Cond3	Slc5a11	-6.01	4.32953624783675e-12	Downregulated
142201	Cell1 - Cond2 vs Cond3	Ndn	0.05	NA	NS
64642	Cell1 - Cond1 vs Cond3	Snx13	0.23	0.313329913574707	NS
450430	Cell2 - Cond4 vs Cond3	Gm38249	0	NA	NS
340703	Cell2 - Cond2 vs Cond3	Gm12846	0.43	0.323560824622727	NS
307511	Cell2 - Cond1 vs Cond4	Gm25710	NA	NA	NS
233030	Cell2 - Cond1 vs Cond3	I730030J21Rik	-0.37	0.528851355764518	NS
73883	Cell1 - Cond1 vs Cond3	Gm26702	NA	NA	NS
407955	Cell2 - Cond2 vs Cond4	Gm38096	NA	NA	NS
77307	Cell1 - Cond1 vs Cond3	Gm42671	-0.31	NA	NS
244967	Cell2 - Cond1 vs Cond3	Gm11228	0.05	NA	NS
415054	Cell2 - Cond2 vs Cond4	n-R5s165	NA	NA	NS
457171	Cell2 - Cond4 vs Cond3	Gm5538	0	NA	NS
202552	Cell2 - Cond1 vs Cond2	Gm12099	-0.01	NA	NS
428042	Cell2 - Cond2 vs Cond4	Gm24853	NA	NA	NS
396123	Cell2 - Cond2 vs Cond4	Lmna	-0.18	0.436286982458295	NS
209998	Cell2 - Cond1 vs Cond2	Cma1	0	NA	NS
478384	Cell2 - Cond4 vs Cond3	Olfr1379-ps1	0	NA	NS
308496	Cell2 - Cond1 vs Cond4	Olfr707	-0.01	NA	NS
481886	Cell2 - Cond4 vs Cond3	Mir1188	0	NA	NS
230558	Cell2 - Cond1 vs Cond3	Lmna	0.25	0.284723184665389	NS
232393	Cell2 - Cond1 vs Cond3	Slc30a7	-0.18	0.461674945779286	NS
389113	Cell2 - Cond2 vs Cond4	Arl2	-0.66	0.00760132865075984	NS
15501	Cell1 - Cond1 vs Cond2	Platr1	-0.05	NA	NS
475416	Cell2 - Cond4 vs Cond3	Gm47121	0.01	NA	NS
238565	Cell2 - Cond1 vs Cond3	Gm4854	0.07	NA	NS
370878	Cell2 - Cond2 vs Cond3	Ccdc42	-0.03	NA	NS
383589	Cell2 - Cond2 vs Cond3	AC105061.2	0.04	NA	NS
44533	Cell1 - Cond1 vs Cond2	Trav12n-1	NA	NA	NS
185543	Cell2 - Cond1 vs Cond2	Gm23412	0.01	NA	NS
51757	Cell1 - Cond1 vs Cond2	Gm23516	NA	NA	NS
53422	Cell1 - Cond1 vs Cond2	Hmgb1-ps2	-0.03	NA	NS
355114	Cell2 - Cond2 vs Cond3	Bnc2	0.04	NA	NS
65232	Cell1 - Cond1 vs Cond3	Ddx3x	0.15	0.369127019866493	NS
247803	Cell2 - Cond1 vs Cond3	Gm26455	NA	NA	NS
392825	Cell2 - Cond2 vs Cond4	Abt1	-0.4	0.167280556893753	NS
12947	Cell1 - Cond1 vs Cond2	Ptk6	-0.02	0.923149139172813	NS
303384	Cell2 - Cond1 vs Cond4	Gm8820	0	NA	NS
353990	Cell2 - Cond2 vs Cond3	Gm23196	0.05	NA	NS
402835	Cell2 - Cond2 vs Cond4	Krtap28-10	0	NA	NS
16486	Cell1 - Cond1 vs Cond2	Mir669f	NA	NA	NS
320690	Cell2 - Cond1 vs Cond4	Gm48162	NA	NA	NS
98	Cell1 - Cond1 vs Cond2	Tubb6	3.28	2.44417872347328e-10	Upregulated
292215	Cell2 - Cond1 vs Cond4	Gm29214	0.02	NA	NS
375837	Cell2 - Cond2 vs Cond3	Gm3208	NA	NA	NS
191529	Cell2 - Cond1 vs Cond2	Gm18609	0	NA	NS
205346	Cell2 - Cond1 vs Cond2	Gm48847	0	NA	NS
439866	Cell2 - Cond2 vs Cond4	Gm8545	-0.01	NA	NS
352745	Cell2 - Cond2 vs Cond3	Gm38000	0.04	NA	NS
91137	Cell1 - Cond1 vs Cond3	Gm19498	NA	NA	NS
315581	Cell2 - Cond1 vs Cond4	Mir6923	NA	NA	NS
229378	Cell2 - Cond1 vs Cond3	1700003E16Rik	-1	0.179008012074122	NS
120003	Cell1 - Cond2 vs Cond3	Adal	0.29	0.306123095220215	NS
357454	Cell2 - Cond2 vs Cond3	Gm2673	0	NA	NS
336851	Cell2 - Cond2 vs Cond3	Pold1	0.48	0.0637588286381032	NS
373996	Cell2 - Cond2 vs Cond3	Gm47882	-0.04	NA	NS
282543	Cell2 - Cond1 vs Cond4	Fras1	-0.88	0.122162791064544	NS
166553	Cell2 - Cond1 vs Cond2	Pclaf	0.65	0.0132653502524414	NS
495074	Cell2 - Cond4 vs Cond3	Srpk3	0	NA	NS
353762	Cell2 - Cond2 vs Cond3	Gm6649	NA	NA	NS
178153	Cell2 - Cond1 vs Cond2	Dbi	-0.07	NA	NS
3738	Cell1 - Cond1 vs Cond2	Gabpb2	-0.33	0.189008995198359	NS
483559	Cell2 - Cond4 vs Cond3	Gm19866	0	NA	NS
486184	Cell2 - Cond4 vs Cond3	Defb48	NA	NA	NS
160060	Cell1 - Cond2 vs Cond3	Gm22654	NA	NA	NS
210294	Cell2 - Cond1 vs Cond2	Gm9192	0	NA	NS
103321	Cell1 - Cond1 vs Cond3	Gm32865	-0.01	NA	NS
265922	Cell2 - Cond1 vs Cond3	Gm8165	0.07	NA	NS
484987	Cell2 - Cond4 vs Cond3	Mir3075	NA	NA	NS
395991	Cell2 - Cond2 vs Cond4	Tbc1d22a	-0.32	0.423882161115825	NS
218413	Cell2 - Cond1 vs Cond2	Mir452	NA	NA	NS
67024	Cell1 - Cond1 vs Cond3	2610301B20Rik	0.16	0.553748424923614	NS
89004	Cell1 - Cond1 vs Cond3	Tmem221	-0.01	NA	NS
258886	Cell2 - Cond1 vs Cond3	Gm10778	-0.01	NA	NS
139667	Cell1 - Cond2 vs Cond3	Gm44227	0	NA	NS
428282	Cell2 - Cond2 vs Cond4	Gm4808	0	NA	NS
186036	Cell2 - Cond1 vs Cond2	Dmap1	0.02	NA	NS
484699	Cell2 - Cond4 vs Cond3	Gm3591	NA	NA	NS
43742	Cell1 - Cond1 vs Cond2	1810062O18Rik	0.09	NA	NS
15243	Cell1 - Cond1 vs Cond2	Gm6679	-0.01	NA	NS
472436	Cell2 - Cond4 vs Cond3	Gm28515	0	NA	NS
240182	Cell2 - Cond1 vs Cond3	Morn5	0.07	NA	NS
268967	Cell2 - Cond1 vs Cond3	Gm22617	NA	NA	NS
328435	Cell2 - Cond1 vs Cond4	Sytl5	0.05	NA	NS
161247	Cell1 - Cond2 vs Cond3	AC132418.3	0.03	NA	NS
129833	Cell1 - Cond2 vs Cond3	Nron	0.05	NA	NS
425085	Cell2 - Cond2 vs Cond4	Olfr791	0.03	NA	NS
493157	Cell2 - Cond4 vs Cond3	Snhg1	-0.03	NA	NS
292201	Cell2 - Cond1 vs Cond4	Gm9443	0.03	NA	NS
105423	Cell1 - Cond1 vs Cond3	Gm37446	0.03	NA	NS
27716	Cell1 - Cond1 vs Cond2	Gm15854	NA	NA	NS
1565	Cell1 - Cond1 vs Cond2	Dyrk3	1.15	0.0218863598592352	Upregulated
296870	Cell2 - Cond1 vs Cond4	Cass4	-0.11	NA	NS
371712	Cell2 - Cond2 vs Cond3	Gm11667	0	NA	NS
432357	Cell2 - Cond2 vs Cond4	Gm17941	0.02	NA	NS
199645	Cell2 - Cond1 vs Cond2	Hmgb1-rs16	-0.01	NA	NS
33510	Cell1 - Cond1 vs Cond2	Gm5358	0.01	NA	NS
393913	Cell2 - Cond2 vs Cond4	Jade1	0.26	0.248142826905784	NS
95242	Cell1 - Cond1 vs Cond3	Abca9	0.01	NA	NS
27759	Cell1 - Cond1 vs Cond2	Gm44150	0	NA	NS
492152	Cell2 - Cond4 vs Cond3	Gm20162	NA	NA	NS
55819	Cell1 - Cond1 vs Cond3	Sema3f	4.38	5.97176002271107e-10	Upregulated
368393	Cell2 - Cond2 vs Cond3	Gm10824	0	NA	NS
250687	Cell2 - Cond1 vs Cond3	3300002P13Rik	0.07	NA	NS
275815	Cell2 - Cond1 vs Cond3	Gm21924	NA	NA	NS
84486	Cell1 - Cond1 vs Cond3	2010013B24Rik	-0.01	NA	NS
382537	Cell2 - Cond2 vs Cond3	AC155261.1	0.07	NA	NS
388425	Cell2 - Cond2 vs Cond4	Itgb5	-1.84	0.00121896018167941	Downregulated
407382	Cell2 - Cond2 vs Cond4	Gm6639	0	NA	NS
201544	Cell2 - Cond1 vs Cond2	Hal	-0.02	NA	NS
212956	Cell2 - Cond1 vs Cond2	Dppa2	-0.01	NA	NS
412433	Cell2 - Cond2 vs Cond4	Gm42603	0.02	NA	NS
49814	Cell1 - Cond1 vs Cond2	AC161519.1	-0.01	NA	NS
138925	Cell1 - Cond2 vs Cond3	Gm47304	NA	NA	NS
85487	Cell1 - Cond1 vs Cond3	Cyp2a12	-0.03	NA	NS
233704	Cell2 - Cond1 vs Cond3	Pde10a	0.33	0.607096277052898	NS
350336	Cell2 - Cond2 vs Cond3	Gm13526	0.02	NA	NS
367079	Cell2 - Cond2 vs Cond3	Odf3l1	0.09	NA	NS
180266	Cell2 - Cond1 vs Cond2	Slc4a10	0	NA	NS
343896	Cell2 - Cond2 vs Cond3	Snord13	-0.32	0.643185612219823	NS
112210	Cell1 - Cond2 vs Cond3	Aadac	-0.68	6.36282766948933e-05	NS
117342	Cell1 - Cond2 vs Cond3	Rundc1	0.52	0.110461448156221	NS
237933	Cell2 - Cond1 vs Cond3	Gm4208	-0.01	NA	NS
359774	Cell2 - Cond2 vs Cond3	Gm7498	0.04	NA	NS
167793	Cell2 - Cond1 vs Cond2	Sema3b	0.3	0.389266247848999	NS
380824	Cell2 - Cond2 vs Cond3	Gm15321	-0.01	NA	NS
58961	Cell1 - Cond1 vs Cond3	Ifitm6	4.56	0.00731914318325218	Upregulated
41436	Cell1 - Cond1 vs Cond2	Gm11027	-0.01	NA	NS
19387	Cell1 - Cond1 vs Cond2	Egfem1	0.01	NA	NS
369831	Cell2 - Cond2 vs Cond3	Gm38289	0.03	NA	NS
2350	Cell1 - Cond1 vs Cond2	Galnt5	-0.69	0.0664355056329642	NS
16608	Cell1 - Cond1 vs Cond2	Gm13297	-0.02	NA	NS
368707	Cell2 - Cond2 vs Cond3	Gm19994	0.04	NA	NS
471570	Cell2 - Cond4 vs Cond3	Gm10131	0.01	NA	NS
115071	Cell1 - Cond2 vs Cond3	Denr	-0.41	0.021922792046697	NS
381713	Cell2 - Cond2 vs Cond3	Vmn1r-ps151	0	NA	NS
227283	Cell2 - Cond1 vs Cond3	Gm26520	1.18	0.0626340988332119	NS
96949	Cell1 - Cond1 vs Cond3	Gm48630	-0.01	NA	NS
395939	Cell2 - Cond2 vs Cond4	Snord35a	0.33	0.420592226959052	NS
94233	Cell1 - Cond1 vs Cond3	Olfr332	-0.06	NA	NS
433705	Cell2 - Cond2 vs Cond4	Apol9b	0.01	NA	NS
126640	Cell1 - Cond2 vs Cond3	Ptprr	0.04	0.967119854972607	NS
94258	Cell1 - Cond1 vs Cond3	Olfr311	-0.03	NA	NS
228542	Cell2 - Cond1 vs Cond3	Mrpl21	-0.42	0.121582525453852	NS
54390	Cell1 - Cond1 vs Cond2	Gm21872	NA	NA	NS
263698	Cell2 - Cond1 vs Cond3	Hist1h2ah	-0.08	NA	NS
108109	Cell1 - Cond1 vs Cond3	Gm6987	0.06	NA	NS
102600	Cell1 - Cond1 vs Cond3	Vpreb2	-0.01	NA	NS
435929	Cell2 - Cond2 vs Cond4	Gm10045	NA	NA	NS
193733	Cell2 - Cond1 vs Cond2	Gm7255	0.01	NA	NS
355247	Cell2 - Cond2 vs Cond3	Eqtn	-0.06	NA	NS
362945	Cell2 - Cond2 vs Cond3	Fam169b	0.19	NA	NS
349785	Cell2 - Cond2 vs Cond3	Gm13266	0.03	NA	NS
87077	Cell1 - Cond1 vs Cond3	Gm45187	-0.14	NA	NS
269739	Cell2 - Cond1 vs Cond3	Tbp	-0.01	NA	NS
204086	Cell2 - Cond1 vs Cond2	Efcab3	0	NA	NS
277231	Cell2 - Cond1 vs Cond4	Zfp280d	1.39	1.549288611996e-07	Upregulated
110541	Cell1 - Cond1 vs Cond3	Gm28474	NA	NA	NS
56343	Cell1 - Cond1 vs Cond3	Tubb3	5.25	2.1564357699017e-06	Upregulated
369235	Cell2 - Cond2 vs Cond3	Gm16106	0.16	NA	NS
117686	Cell1 - Cond2 vs Cond3	E330037G11Rik	0.74	0.130769002006665	NS
220203	Cell2 - Cond1 vs Cond2	Gm38121	NA	NA	NS
63296	Cell1 - Cond1 vs Cond3	Sars2	-0.39	0.196340083471906	NS
73440	Cell1 - Cond1 vs Cond3	Gm22446	-0.01	NA	NS
99274	Cell1 - Cond1 vs Cond3	Gm21560	0.03	NA	NS
246488	Cell2 - Cond1 vs Cond3	4930580E04Rik	NA	NA	NS
436960	Cell2 - Cond2 vs Cond4	AC156027.1	NA	NA	NS
159883	Cell1 - Cond2 vs Cond3	AC121875.1	0.05	NA	NS
241403	Cell2 - Cond1 vs Cond3	Atp8b4	0.19	NA	NS
104779	Cell1 - Cond1 vs Cond3	Gm15974	0.16	NA	NS
201967	Cell2 - Cond1 vs Cond2	Gm4478	-0.02	NA	NS
250039	Cell2 - Cond1 vs Cond3	4933440N22Rik	-0.12	NA	NS
219535	Cell2 - Cond1 vs Cond2	Gm4919	-0.02	NA	NS
193584	Cell2 - Cond1 vs Cond2	Acp4	0	NA	NS
415783	Cell2 - Cond2 vs Cond4	4930528G23Rik	-0.02	NA	NS
465390	Cell2 - Cond4 vs Cond3	Rnf181	-0.04	NA	NS
256899	Cell2 - Cond1 vs Cond3	Mir7241	NA	NA	NS
2426	Cell1 - Cond1 vs Cond2	Rexo1	-0.47	0.0722748585991793	NS
293079	Cell2 - Cond1 vs Cond4	C030007H22Rik	0.05	NA	NS
11559	Cell1 - Cond1 vs Cond2	Adrb2	0.19	0.841569561865828	NS
188235	Cell2 - Cond1 vs Cond2	Gm6509	NA	NA	NS
130556	Cell1 - Cond2 vs Cond3	Olfr1159-ps1	0.03	NA	NS
266163	Cell2 - Cond1 vs Cond3	Gm10916	0.35	NA	NS
293274	Cell2 - Cond1 vs Cond4	Gm8084	NA	NA	NS
179263	Cell2 - Cond1 vs Cond2	Traf3ip3	0.01	NA	NS
400898	Cell2 - Cond2 vs Cond4	Ube2n	0.1	0.878614421478657	NS
142637	Cell1 - Cond2 vs Cond3	Gm44907	0.04	NA	NS
110962	Cell1 - Cond2 vs Cond3	Gemin5	1.48	1.19382520493918e-10	Upregulated
229178	Cell2 - Cond1 vs Cond3	Ddx56	-0.33	0.165194275134473	NS
400444	Cell2 - Cond2 vs Cond4	Cited1	0.05	0.838069468270209	NS
91518	Cell1 - Cond1 vs Cond3	Gm42763	-0.09	NA	NS
191202	Cell2 - Cond1 vs Cond2	1700015O11Rik	0	NA	NS
316129	Cell2 - Cond1 vs Cond4	Gm11524	0.03	NA	NS
143551	Cell1 - Cond2 vs Cond3	Gm45514	0.03	NA	NS
465698	Cell2 - Cond4 vs Cond3	Gm15612	0	NA	NS
328758	Cell2 - Cond1 vs Cond4	Rhox10	0.05	NA	NS
138102	Cell1 - Cond2 vs Cond3	Gm43498	NA	NA	NS
194188	Cell2 - Cond1 vs Cond2	1810008I18Rik	-0.01	NA	NS
223616	Cell2 - Cond1 vs Cond3	Ostc	-0.76	0.000940117027478646	NS
452201	Cell2 - Cond4 vs Cond3	Gm38399	0.01	NA	NS
127824	Cell1 - Cond2 vs Cond3	Gm37262	0.15	NA	NS
259599	Cell2 - Cond1 vs Cond3	Olfr765	0.05	NA	NS
152600	Cell1 - Cond2 vs Cond3	Gm7003	0	NA	NS
255517	Cell2 - Cond1 vs Cond3	Gm8804	-0.04	NA	NS
68767	Cell1 - Cond1 vs Cond3	Gipc1	-0.05	0.739303825465068	NS
419069	Cell2 - Cond2 vs Cond4	Gm22747	NA	NA	NS
13964	Cell1 - Cond1 vs Cond2	Gm37400	-0.02	NA	NS
438775	Cell2 - Cond2 vs Cond4	AC132288.3	0.02	NA	NS
475878	Cell2 - Cond4 vs Cond3	Cenpw	0	NA	NS
442600	Cell2 - Cond2 vs Cond4	Gm20856	NA	NA	NS
210593	Cell2 - Cond1 vs Cond2	Ednrb	-0.01	NA	NS
394676	Cell2 - Cond2 vs Cond4	Gm2011	-0.42	0.312977016661465	NS
214019	Cell2 - Cond1 vs Cond2	AC144621.3	0	NA	NS
321137	Cell2 - Cond1 vs Cond4	Gm9672	NA	NA	NS
451655	Cell2 - Cond4 vs Cond3	Gm28382	0	NA	NS
149957	Cell1 - Cond2 vs Cond3	Gm12299	0.09	NA	NS
30567	Cell1 - Cond1 vs Cond2	Vmn2r78	-0.01	NA	NS
432406	Cell2 - Cond2 vs Cond4	Gm5464	0.24	NA	NS
249932	Cell2 - Cond1 vs Cond3	Gm19039	-0.01	NA	NS
389473	Cell2 - Cond2 vs Cond4	Gm4032	-1.31	0.0140014296254005	Downregulated
420759	Cell2 - Cond2 vs Cond4	Gm15680	NA	NA	NS
161916	Cell1 - Cond2 vs Cond3	AC117809.3	-0.05	NA	NS
261346	Cell2 - Cond1 vs Cond3	Ush1g	0.12	NA	NS
103842	Cell1 - Cond1 vs Cond3	Zfp213	-0.06	NA	NS
44707	Cell1 - Cond1 vs Cond2	Gm17772	-0.01	NA	NS
136613	Cell1 - Cond2 vs Cond3	Gm43772	0.01	NA	NS
494448	Cell2 - Cond4 vs Cond3	Gm7408	NA	NA	NS
60571	Cell1 - Cond1 vs Cond3	Smim12	-0.46	0.0402463039965184	NS
258574	Cell2 - Cond1 vs Cond3	Mypn	0.12	NA	NS
317424	Cell2 - Cond1 vs Cond4	Gm47979	NA	NA	NS
439284	Cell2 - Cond2 vs Cond4	Gm10488	NA	NA	NS
386445	Cell2 - Cond2 vs Cond3	Gm28463	NA	NA	NS
24220	Cell1 - Cond1 vs Cond2	Gm26725	0	NA	NS
312385	Cell2 - Cond1 vs Cond4	A030012G06Rik	0.04	NA	NS
75325	Cell1 - Cond1 vs Cond3	Gm14011	-0.06	NA	NS
210166	Cell2 - Cond1 vs Cond2	Prss51	0.01	NA	NS
484469	Cell2 - Cond4 vs Cond3	Gm47463	0	NA	NS
2223	Cell1 - Cond1 vs Cond2	Sertad3	0.55	0.0570982855123874	NS
236870	Cell2 - Cond1 vs Cond3	AC113540.1	0.16	0.956773563529296	NS
473267	Cell2 - Cond4 vs Cond3	Gm5612	0	NA	NS
352571	Cell2 - Cond2 vs Cond3	1810062G17Rik	0	NA	NS
191303	Cell2 - Cond1 vs Cond2	Gm44317	0	NA	NS
363488	Cell2 - Cond2 vs Cond3	Olfr551	0.02	NA	NS
476632	Cell2 - Cond4 vs Cond3	4921516A02Rik	0	NA	NS
264987	Cell2 - Cond1 vs Cond3	BC001981	-0.02	NA	NS
476180	Cell2 - Cond4 vs Cond3	Sim1	0	NA	NS
63784	Cell1 - Cond1 vs Cond3	Tsga10ip	0.48	0.238222100063528	NS
239832	Cell2 - Cond1 vs Cond3	Gm27540	NA	NA	NS
307400	Cell2 - Cond1 vs Cond4	Gm23660	NA	NA	NS
349716	Cell2 - Cond2 vs Cond3	Mir669a-2	NA	NA	NS
308022	Cell2 - Cond1 vs Cond4	Olfr292	-0.01	NA	NS
374359	Cell2 - Cond2 vs Cond3	Gm17528	0	NA	NS
316165	Cell2 - Cond1 vs Cond4	Stac2	0.07	NA	NS
409018	Cell2 - Cond2 vs Cond4	Gm22078	NA	NA	NS
143245	Cell1 - Cond2 vs Cond3	Gm25683	0.08	NA	NS
56472	Cell1 - Cond1 vs Cond3	Gm12511	-5.91	5.33483538589125e-06	Downregulated
92084	Cell1 - Cond1 vs Cond3	Gm232	-0.03	NA	NS
2211	Cell1 - Cond1 vs Cond2	Dbn1	1.15	0.0564848494619858	NS
248605	Cell2 - Cond1 vs Cond3	Cpa5	-0.02	NA	NS
247963	Cell2 - Cond1 vs Cond3	Gm42495	NA	NA	NS
275259	Cell2 - Cond1 vs Cond3	Gm28999	NA	NA	NS
465901	Cell2 - Cond4 vs Cond3	Gm9871	0	NA	NS
355660	Cell2 - Cond2 vs Cond3	Oxct2b	0.23	NA	NS
291351	Cell2 - Cond1 vs Cond4	Gm15151	-0.23	0.930941605033455	NS
93066	Cell1 - Cond1 vs Cond3	Gm47724	-0.09	NA	NS
68312	Cell1 - Cond1 vs Cond3	Rere	0.08	0.689349871269292	NS
420210	Cell2 - Cond2 vs Cond4	Gm24847	NA	NA	NS
363756	Cell2 - Cond2 vs Cond3	Gm17991	NA	NA	NS
256748	Cell2 - Cond1 vs Cond3	Gm47178	0.06	NA	NS
46972	Cell1 - Cond1 vs Cond2	Gm5768	-0.03	NA	NS
390587	Cell2 - Cond2 vs Cond4	Cd276	0.73	0.047114374001478	NS
158686	Cell1 - Cond2 vs Cond3	Gm11146	NA	NA	NS
113107	Cell1 - Cond2 vs Cond3	Lancl3	5.92	0.00102642128998806	Upregulated
254506	Cell2 - Cond1 vs Cond3	Defb15	-0.01	NA	NS
336501	Cell2 - Cond2 vs Cond3	Cdc7	-0.55	0.0510159207653248	NS
150680	Cell1 - Cond2 vs Cond3	Fam187a	-0.02	NA	NS
144199	Cell1 - Cond2 vs Cond3	Gm45303	0.03	NA	NS
435305	Cell2 - Cond2 vs Cond4	1700048M11Rik	0	NA	NS
54826	Cell1 - Cond1 vs Cond2	Gm29062	NA	NA	NS
289491	Cell2 - Cond1 vs Cond4	1700001O22Rik	0.23	0.747238645389551	NS
169045	Cell2 - Cond1 vs Cond2	Mknk1	0.15	0.661263734123111	NS
255309	Cell2 - Cond1 vs Cond3	Gm24841	0.07	NA	NS
47591	Cell1 - Cond1 vs Cond2	Gm22217	NA	NA	NS
316775	Cell2 - Cond1 vs Cond4	Gm48482	-0.39	NA	NS
277502	Cell2 - Cond1 vs Cond4	Nt5c3	-0.98	8.80934011673824e-06	NS
84669	Cell1 - Cond1 vs Cond3	Gm20399	-0.05	NA	NS
431435	Cell2 - Cond2 vs Cond4	Gm48953	0.06	NA	NS
305769	Cell2 - Cond1 vs Cond4	Zim2	-0.02	NA	NS
115856	Cell1 - Cond2 vs Cond3	Sbf2	0.47	0.0460107970539957	NS
404674	Cell2 - Cond2 vs Cond4	Il1f8	-0.01	NA	NS
330296	Cell2 - Cond1 vs Cond4	Samt2	NA	NA	NS
266492	Cell2 - Cond1 vs Cond3	Thtpa	-0.08	NA	NS
459387	Cell2 - Cond4 vs Cond3	Stoml2	-0.02	NA	NS
107155	Cell1 - Cond1 vs Cond3	Ndp	0.3	NA	NS
468768	Cell2 - Cond4 vs Cond3	Gm22211	0	NA	NS
48251	Cell1 - Cond1 vs Cond2	Gm18269	0	NA	NS
276839	Cell2 - Cond1 vs Cond4	Pbld2	-2.88	2.54365442343451e-18	Downregulated
153088	Cell1 - Cond2 vs Cond3	Gpr141	0.01	NA	NS
8382	Cell1 - Cond1 vs Cond2	Abca2	-0.2	0.610753124429094	NS
189906	Cell2 - Cond1 vs Cond2	Olfr459	0	NA	NS
487032	Cell2 - Cond4 vs Cond3	Gm18533	0	NA	NS
153598	Cell1 - Cond2 vs Cond3	Gm47448	0.01	NA	NS
331231	Cell2 - Cond1 vs Cond4	Gm28278	NA	NA	NS
421486	Cell2 - Cond2 vs Cond4	Gm10180	0.07	NA	NS
324713	Cell2 - Cond1 vs Cond4	Gm15965	0.14	NA	NS
191302	Cell2 - Cond1 vs Cond2	Erc1	-0.02	NA	NS
173854	Cell2 - Cond1 vs Cond2	Zfp60	0.04	0.96151313511018	NS
37994	Cell1 - Cond1 vs Cond2	Ebf1	-0.05	NA	NS
141315	Cell1 - Cond2 vs Cond3	Gm29627	NA	NA	NS
67	Cell1 - Cond1 vs Cond2	Ephx2	-1.85	1.15926697747824e-11	Downregulated
271068	Cell2 - Cond1 vs Cond3	Gm20491	0.06	NA	NS
465614	Cell2 - Cond4 vs Cond3	Pcyox1	0.03	NA	NS
42505	Cell1 - Cond1 vs Cond2	A930015P04Rik	0.01	NA	NS
24731	Cell1 - Cond1 vs Cond2	Gm43272	-0.04	NA	NS
243731	Cell2 - Cond1 vs Cond3	Gm22337	NA	NA	NS
312453	Cell2 - Cond1 vs Cond4	Gm37945	0.01	NA	NS
390770	Cell2 - Cond2 vs Cond4	Rnf11	0.51	0.0546155392948461	NS
162605	Cell1 - Cond2 vs Cond3	Gm1993	NA	NA	NS
360204	Cell2 - Cond2 vs Cond3	Gm43930	0.03	NA	NS
14153	Cell1 - Cond1 vs Cond2	AC153137.1	0.01	NA	NS
176737	Cell2 - Cond1 vs Cond2	Gm18775	NA	NA	NS
395891	Cell2 - Cond2 vs Cond4	B3gnt5	0.32	0.415672521634776	NS
256146	Cell2 - Cond1 vs Cond3	Gm3011	0.05	NA	NS
328706	Cell2 - Cond1 vs Cond4	Gm14541	-0.07	NA	NS
107274	Cell1 - Cond1 vs Cond3	Gm2066	NA	NA	NS
